"ENSEMBL","ENTREZID","SYMBOL","GENENAME"
"ENSG00000147596","63978","PRDM14","PR/SET domain 14"
"ENSG00000147601","7013","TERF1","telomeric repeat binding factor 1"
"ENSG00000147604","6129","RPL7","ribosomal protein L7"
"ENSG00000147606","115111","SLC26A7","solute carrier family 26 member 7"
"ENSG00000147613","85481","PSKH2","protein serine kinase H2"
"ENSG00000147614","245972","ATP6V0D2","ATPase H+ transporting V0 subunit d2"
"ENSG00000147642","55638","SYBU","syntabulin"
"ENSG00000147647","1807","DPYS","dihydropyrimidinase"
"ENSG00000147649","92140","MTDH","metadherin"
"ENSG00000147650","29967","LRP12","LDL receptor related protein 12"
"ENSG00000147654","9166","EBAG9","estrogen receptor binding site associated antigen 9"
"ENSG00000147655","340419","RSPO2","R-spondin 2"
"ENSG00000147669","5440","POLR2K","RNA polymerase II, I and III subunit K"
"ENSG00000147676","114569","MAL2","mal, T cell differentiation protein 2"
"ENSG00000147677","8667","EIF3H","eukaryotic translation initiation factor 3 subunit H"
"ENSG00000147679","84294","UTP23","UTP23 small subunit processome component"
"ENSG00000147684","4715","NDUFB9","NADH:ubiquinone oxidoreductase subunit B9"
"ENSG00000147687","83940","TATDN1","TatD DNase domain containing 1"
"ENSG00000147689","84985","FAM83A","family with sequence similarity 83 member A"
"ENSG00000147697","56169","GSDMC","gasdermin C"
"ENSG00000147724","51059","FAM135B","family with sequence similarity 135 member B"
"ENSG00000147753","246122","TTTY7","testis-specific transcript, Y-linked 7"
"ENSG00000147761","100101120","TTTY7B","testis-specific transcript, Y-linked 7B"
"ENSG00000147789","7553","ZNF7","zinc finger protein 7"
"ENSG00000147799","80728","ARHGAP39","Rho GTPase activating protein 39"
"ENSG00000147804","55630","SLC39A4","solute carrier family 39 member 4"
"ENSG00000147813","93100","NAPRT","nicotinate phosphoribosyltransferase"
"ENSG00000147852","7436","VLDLR","very low density lipoprotein receptor"
"ENSG00000147853","50808","AK3","adenylate kinase 3"
"ENSG00000147854","115426","UHRF2","ubiquitin like with PHD and ring finger domains 2"
"ENSG00000147862","4781","NFIB","nuclear factor I B"
"ENSG00000147869","9350","CER1","cerberus 1, DAN family BMP antagonist"
"ENSG00000147872","123","PLIN2","perilipin 2"
"ENSG00000147873","3442","IFNA5","interferon alpha 5"
"ENSG00000147874","54801","HAUS6","HAUS augmin like complex subunit 6"
"ENSG00000147883","1030","CDKN2B","cyclin dependent kinase inhibitor 2B"
"ENSG00000147885","3449","IFNA16","interferon alpha 16"
"ENSG00000147889","1029","CDKN2A","cyclin dependent kinase inhibitor 2A"
"ENSG00000147894","203228","C9orf72","C9orf72-SMCR8 complex subunit"
"ENSG00000147896","56832","IFNK","interferon kappa"
"ENSG00000147905","84186","ZCCHC7","zinc finger CCHC-type containing 7"
"ENSG00000147912","26267","FBXO10","F-box protein 10"
"ENSG00000147955","10280","SIGMAR1","sigma non-opioid intracellular receptor 1"
"ENSG00000147996","220869","ZNG1E","Zn regulated GTPase metalloprotein activator 1E"
"ENSG00000148019","84131","CEP78","centrosomal protein 78"
"ENSG00000148053","4915","NTRK2","neurotrophic receptor tyrosine kinase 2"
"ENSG00000148057","414328","IDNK","IDNK gluconokinase"
"ENSG00000148082","53358","SHC3","SHC adaptor protein 3"
"ENSG00000148090","549","AUH","AU RNA binding methylglutaconyl-CoA hydratase"
"ENSG00000148110","84641","MFSD14B","major facilitator superfamily domain containing 14B"
"ENSG00000148120","84909","AOPEP","aminopeptidase O (putative)"
"ENSG00000148123","54886","PLPPR1","phospholipid phosphatase related 1"
"ENSG00000148136","138804","OR13C4","olfactory receptor family 13 subfamily C member 4"
"ENSG00000148143","58499","ZNF462","zinc finger protein 462"
"ENSG00000148153","58493","INIP","INTS3 and NABP interacting protein"
"ENSG00000148154","7357","UGCG","UDP-glucose ceramide glucosyltransferase"
"ENSG00000148156","10880","ACTL7B","actin like 7B"
"ENSG00000148158","401548","SNX30","sorting nexin family member 30"
"ENSG00000148175","2040","STOM","stomatin"
"ENSG00000148180","2934","GSN","gelsolin"
"ENSG00000148187","92399","MRRF","mitochondrial ribosome recycling factor"
"ENSG00000148200","2649","NR6A1","nuclear receptor subfamily 6 group A member 1"
"ENSG00000148204","286204","CRB2","crumbs cell polarity complex component 2"
"ENSG00000148215","392391","OR5C1","olfactory receptor family 5 subfamily C member 1"
"ENSG00000148218","210","ALAD","aminolevulinate dehydratase"
"ENSG00000148219","23245","ASTN2","astrotactin 2"
"ENSG00000148225","114987","WDR31","WD repeat domain 31"
"ENSG00000148229","54107","POLE3","DNA polymerase epsilon 3, accessory subunit"
"ENSG00000148248","6836","SURF4","surfeit 4"
"ENSG00000148288","26301","GBGT1","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"
"ENSG00000148290","6834","SURF1","SURF1 cytochrome c oxidase assembly factor"
"ENSG00000148291","6835","SURF2","surfeit 2"
"ENSG00000148296","6838","SURF6","surfeit 6"
"ENSG00000148297","6837","MED22","mediator complex subunit 22"
"ENSG00000148300","57109","REXO4","REX4 homolog, 3'-5' exonuclease"
"ENSG00000148303","6130","RPL7A","ribosomal protein L7a"
"ENSG00000148308","9328","GTF3C5","general transcription factor IIIC subunit 5"
"ENSG00000148331","140459","ASB6","ankyrin repeat and SOCS box containing 6"
"ENSG00000148334","80142","PTGES2","prostaglandin E synthase 2"
"ENSG00000148335","28989","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1"
"ENSG00000148337","25792","CIZ1","CDKN1A interacting zinc finger protein 1"
"ENSG00000148339","114789","SLC25A25","solute carrier family 25 member 25"
"ENSG00000148341","56904","SH3GLB2","SH3 domain containing GRB2 like, endophilin B2"
"ENSG00000148343","84895","MIGA2","mitoguardin 2"
"ENSG00000148344","9536","PTGES","prostaglandin E synthase"
"ENSG00000148346","3934","LCN2","lipocalin 2"
"ENSG00000148356","90678","LRSAM1","leucine rich repeat and sterile alpha motif containing 1"
"ENSG00000148357","256158","HMCN2","hemicentin 2"
"ENSG00000148358","57720","GPR107","G protein-coupled receptor 107"
"ENSG00000148362","286257","PAXX","PAXX non-homologous end joining factor"
"ENSG00000148377","91734","IDI2","isopentenyl-diphosphate delta isomerase 2"
"ENSG00000148384","56623","INPP5E","inositol polyphosphate-5-phosphatase E"
"ENSG00000148386","392399","LCN9","lipocalin 9"
"ENSG00000148396","9919","SEC16A","SEC16 homolog A, endoplasmic reticulum export factor"
"ENSG00000148399","92715","DPH7","diphthamide biosynthesis 7"
"ENSG00000148400","4851","NOTCH1","notch receptor 1"
"ENSG00000148408","774","CACNA1B","calcium voltage-gated channel subunit alpha1 B"
"ENSG00000148411","138151","NACC2","NACC family member 2"
"ENSG00000148426","254427","PROSER2","proline and serine rich 2"
"ENSG00000148429","9712","USP6NL","USP6 N-terminal like"
"ENSG00000148444","23412","COMMD3","COMM domain containing 3"
"ENSG00000148450","22921","MSRB2","methionine sulfoxide reductase B2"
"ENSG00000148459","23590","PDSS1","decaprenyl diphosphate synthase subunit 1"
"ENSG00000148468","221061","FAM171A1","family with sequence similarity 171 member A1"
"ENSG00000148481","80013","MINDY3","MINDY lysine 48 deubiquitinase 3"
"ENSG00000148482","221074","SLC39A12","solute carrier family 39 member 12"
"ENSG00000148483","653567","TMEM236","transmembrane protein 236"
"ENSG00000148484","6251","RSU1","Ras suppressor protein 1"
"ENSG00000148488","338596","ST8SIA6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"ENSG00000148498","56288","PARD3","par-3 family cell polarity regulator"
"ENSG00000148513","91074","ANKRD30A","ankyrin repeat domain 30A"
"ENSG00000148516","6935","ZEB1","zinc finger E-box binding homeobox 1"
"ENSG00000148541","220965","FAM13C","family with sequence similarity 13 member C"
"ENSG00000148572","29982","NRBF2","nuclear receptor binding factor 2"
"ENSG00000148584","29974","A1CF","APOBEC1 complementation factor"
"ENSG00000148600","92211","CDHR1","cadherin related family member 1"
"ENSG00000148602","26103","LRIT1","leucine rich repeat, Ig-like and transmembrane domains 1"
"ENSG00000148604","5995","RGR","retinal G protein coupled receptor"
"ENSG00000148606","11128","POLR3A","RNA polymerase III subunit A"
"ENSG00000148634","26091","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4"
"ENSG00000148655","83938","LRMDA","leucine rich melanocyte differentiation associated"
"ENSG00000148660","818","CAMK2G","calcium/calmodulin dependent protein kinase II gamma"
"ENSG00000148671","10974","ADIRF","adipogenesis regulatory factor"
"ENSG00000148672","2746","GLUD1","glutamate dehydrogenase 1"
"ENSG00000148677","27063","ANKRD1","ankyrin repeat domain 1"
"ENSG00000148680","3363","HTR7","5-hydroxytryptamine receptor 7"
"ENSG00000148688","10556","RPP30","ribonuclease P/MRP subunit p30"
"ENSG00000148690","118924","FRA10AC1","FRA10A associated CGG repeat 1"
"ENSG00000148700","120","ADD3","adducin 3"
"ENSG00000148702","3026","HABP2","hyaluronan binding protein 2"
"ENSG00000148704","11023","VAX1","ventral anterior homeobox 1"
"ENSG00000148719","54788","DNAJB12","DnaJ heat shock protein family (Hsp40) member B12"
"ENSG00000148730","1979","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2"
"ENSG00000148734","64106","NPFFR1","neuropeptide FF receptor 1"
"ENSG00000148735","79949","PLEKHS1","pleckstrin homology domain containing S1"
"ENSG00000148737","6934","TCF7L2","transcription factor 7 like 2"
"ENSG00000148773","4288","MKI67","marker of proliferation Ki-67"
"ENSG00000148795","1586","CYP17A1","cytochrome P450 family 17 subfamily A member 1"
"ENSG00000148798","9118","INA","internexin neuronal intermediate filament protein alpha"
"ENSG00000148803","282969","FUOM","fucose mutarotase"
"ENSG00000148814","80313","LRRC27","leucine rich repeat containing 27"
"ENSG00000148824","92170","MTG1","mitochondrial ribosome associated GTPase 1"
"ENSG00000148826","84504","NKX6-2","NK6 homeobox 2"
"ENSG00000148832","196743","PAOX","polyamine oxidase"
"ENSG00000148834","9446","GSTO1","glutathione S-transferase omega 1"
"ENSG00000148835","6877","TAF5","TATA-box binding protein associated factor 5"
"ENSG00000148840","23082","PPRC1","PPARG related coactivator 1"
"ENSG00000148841","85450","ITPRIP","inositol 1,4,5-trisphosphate receptor interacting protein"
"ENSG00000148842","54805","CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2"
"ENSG00000148843","22984","PDCD11","programmed cell death 11"
"ENSG00000148848","8038","ADAM12","ADAM metallopeptidase domain 12"
"ENSG00000148908","6001","RGS10","regulator of G protein signaling 10"
"ENSG00000148925","84280","BTBD10","BTB domain containing 10"
"ENSG00000148926","133","ADM","adrenomedullin"
"ENSG00000148935","2620","GAS2","growth arrest specific 2"
"ENSG00000148942","159963","SLC5A12","solute carrier family 5 member 12"
"ENSG00000148943","55327","LIN7C","lin-7 homolog C, crumbs cell polarity complex component"
"ENSG00000148948","57689","LRRC4C","leucine rich repeat containing 4C"
"ENSG00000148950","196294","IMMP1L","inner mitochondrial membrane peptidase subunit 1"
"ENSG00000148965","6291","SAA4","serum amyloid A4, constitutive"
"ENSG00000148985","27315","PGAP2","post-GPI attachment to proteins 2"
"ENSG00000149016","64852","TUT1","terminal uridylyl transferase 1, U6 snRNA-specific"
"ENSG00000149021","7356","SCGB1A1","secretoglobin family 1A member 1"
"ENSG00000149043","90019","SYT8","synaptotagmin 8"
"ENSG00000149050","7761","ZNF214","zinc finger protein 214"
"ENSG00000149054","7762","ZNF215","zinc finger protein 215"
"ENSG00000149084","51144","HSD17B12","hydroxysteroid 17-beta dehydrogenase 12"
"ENSG00000149089","51074","APIP","APAF1 interacting protein"
"ENSG00000149090","25891","PAMR1","peptidase domain containing associated with muscle regeneration 1"
"ENSG00000149091","8525","DGKZ","diacylglycerol kinase zeta"
"ENSG00000149100","10480","EIF3M","eukaryotic translation initiation factor 3 subunit M"
"ENSG00000149115","85456","TNKS1BP1","tankyrase 1 binding protein 1"
"ENSG00000149124","10249","GLYAT","glycine-N-acyltransferase"
"ENSG00000149131","710","SERPING1","serpin family G member 1"
"ENSG00000149133","338674","OR5F1","olfactory receptor family 5 subfamily F member 1"
"ENSG00000149136","6749","SSRP1","structure specific recognition protein 1"
"ENSG00000149150","8501","SLC43A1","solute carrier family 43 member 1"
"ENSG00000149177","5795","PTPRJ","protein tyrosine phosphatase receptor type J"
"ENSG00000149179","79096","CSTPP1","centriolar satellite-associated tubulin polyglutamylase complex regulator 1"
"ENSG00000149182","84364","ARFGAP2","ADP ribosylation factor GTPase activating protein 2"
"ENSG00000149187","10658","CELF1","CUGBP Elav-like family member 1"
"ENSG00000149196","51501","HIKESHI","heat shock protein nuclear import factor hikeshi"
"ENSG00000149201","60494","CCDC81","coiled-coil domain containing 81"
"ENSG00000149212","143686","SESN3","sestrin 3"
"ENSG00000149218","23052","ENDOD1","endonuclease domain containing 1"
"ENSG00000149231","79780","CCDC82","coiled-coil domain containing 82"
"ENSG00000149243","283212","KLHL35","kelch like family member 35"
"ENSG00000149256","26011","TENM4","teneurin transmembrane protein 4"
"ENSG00000149257","871","SERPINH1","serpin family H member 1"
"ENSG00000149260","726","CAPN5","calpain 5"
"ENSG00000149262","92105","INTS4","integrator complex subunit 4"
"ENSG00000149269","5058","PAK1","p21 (RAC1) activated kinase 1"
"ENSG00000149273","6188","RPS3","ribosomal protein S3"
"ENSG00000149289","85463","ZC3H12C","zinc finger CCCH-type containing 12C"
"ENSG00000149292","54970","TTC12","tetratricopeptide repeat domain 12"
"ENSG00000149294","4684","NCAM1","neural cell adhesion molecule 1"
"ENSG00000149295","1813","DRD2","dopamine receptor D2"
"ENSG00000149300","91894","C11orf52","chromosome 11 open reading frame 52"
"ENSG00000149305","9177","HTR3B","5-hydroxytryptamine receptor 3B"
"ENSG00000149308","4863","NPAT","nuclear protein, coactivator of histone transcription"
"ENSG00000149311","472","ATM","ATM serine/threonine kinase"
"ENSG00000149313","60496","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"ENSG00000149328","89944","GLB1L2","galactosidase beta 1 like 2"
"ENSG00000149346","128710","SLX4IP","SLX4 interacting protein"
"ENSG00000149357","55004","LAMTOR1","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1"
"ENSG00000149380","283208","P4HA3","prolyl 4-hydroxylase subunit alpha 3"
"ENSG00000149403","2900","GRIK4","glutamate ionotropic receptor kainate type subunit 4"
"ENSG00000149418","6768","ST14","ST14 transmembrane serine protease matriptase"
"ENSG00000149428","10525","HYOU1","hypoxia up-regulated 1"
"ENSG00000149435","92086","GGTLC1","gamma-glutamyltransferase light chain 1"
"ENSG00000149443",NA,NA,NA
"ENSG00000149451","80332","ADAM33","ADAM metallopeptidase domain 33"
"ENSG00000149452","9376","SLC22A8","solute carrier family 22 member 8"
"ENSG00000149474","57325","KAT14","lysine acetyltransferase 14"
"ENSG00000149476","26007","TKFC","triokinase and FMN cyclase"
"ENSG00000149480","9219","MTA2","metastasis associated 1 family member 2"
"ENSG00000149483","51524","TMEM138","transmembrane protein 138"
"ENSG00000149485","3992","FADS1","fatty acid desaturase 1"
"ENSG00000149488","117532","TMC2","transmembrane channel like 2"
"ENSG00000149489","6094","ROM1","retinal outer segment membrane protein 1"
"ENSG00000149499","256364","EML3","EMAP like 3"
"ENSG00000149503","3619","INCENP","inner centromere protein"
"ENSG00000149506","22917","ZP1","zona pellucida glycoprotein 1"
"ENSG00000149507","219990","OOSP2","oocyte secreted protein 2"
"ENSG00000149516","932","MS4A3","membrane spanning 4-domains A3"
"ENSG00000149527","9651","PLCH2","phospholipase C eta 2"
"ENSG00000149532","79869","CPSF7","cleavage and polyadenylation specific factor 7"
"ENSG00000149534","2206","MS4A2","membrane spanning 4-domains A2"
"ENSG00000149541","26229","B3GAT3","beta-1,3-glucuronyltransferase 3"
"ENSG00000149547","9538","EI24","EI24 autophagy associated transmembrane protein"
"ENSG00000149548","80071","CCDC15","coiled-coil domain containing 15"
"ENSG00000149554","1111","CHEK1","checkpoint kinase 1"
"ENSG00000149557","9638","FEZ1","fasciculation and elongation protein zeta 1"
"ENSG00000149564","90952","ESAM","endothelial cell adhesion molecule"
"ENSG00000149571","84623","KIRREL3","kirre like nephrin family adhesion molecule 3"
"ENSG00000149573","10205","MPZL2","myelin protein zero like 2"
"ENSG00000149575","6327","SCN2B","sodium voltage-gated channel beta subunit 2"
"ENSG00000149577","51092","SIDT2","SID1 transmembrane family member 2"
"ENSG00000149582","84866","TMEM25","transmembrane protein 25"
"ENSG00000149591","6876","TAGLN","transgelin"
"ENSG00000149596","57158","JPH2","junctophilin 2"
